Using ffmpeg: /swst/apps/ffmpeg/4.3.2_gcc-8.5.0/bin/ffmpeg
=== Generating plots and animations ===
  surf frame 151/301 (step 15000) done
  surf frame 152/301 (step 14900) done
  surf frame 153/301 (step 15300) done
  surf frame 154/301 (step 15600) done
  surf frame 155/301 (step 15500) done
  surf frame 156/301 (step 15400) done
  surf frame 157/301 (step 15200) done
  surf frame 158/301 (step 15800) done
  surf frame 159/301 (step 16000) done
  surf frame 160/301 (step 16400) done
  surf frame 161/301 (step 15700) done
  surf frame 162/301 (step 15900) done
  surf frame 163/301 (step 16200) done
  surf frame 164/301 (step 16100) done
  surf frame 165/301 (step 16700) done
  surf frame 166/301 (step 16900) done
  surf frame 167/301 (step 16800) done
  surf frame 168/301 (step 17000) done
  surf frame 169/301 (step 17100) done
  surf frame 170/301 (step 17300) done
  surf frame 171/301 (step 17200) done
  surf frame 172/301 (step 16500) done
  surf frame 173/301 (step 16300) done
  surf frame 174/301 (step 17600) done
  surf frame 175/301 (step 16600) done
  surf frame 176/301 (step 17500) done
  surf frame 177/301 (step 17700) done
  surf frame 178/301 (step 18000) done
  surf frame 179/301 (step 17400) done
  surf frame 180/301 (step 17800) done
  surf frame 181/301 (step 18100) done
  surf frame 182/301 (step 18400) done
  surf frame 183/301 (step 18300) done
  surf frame 184/301 (step 18600) done
  surf frame 185/301 (step 18500) done
  surf frame 186/301 (step 17900) done
  surf frame 187/301 (step 18200) done
  surf frame 188/301 (step 19000) done
  surf frame 189/301 (step 18900) done
  surf frame 190/301 (step 19200) done
  surf frame 191/301 (step 18800) done
  surf frame 192/301 (step 19100) done
  surf frame 193/301 (step 19600) done
  surf frame 194/301 (step 19800) done
  surf frame 195/301 (step 19400) done
  surf frame 196/301 (step 19300) done
  surf frame 197/301 (step 19500) done
  surf frame 198/301 (step 18700) done
  surf frame 199/301 (step 19700) done
  surf frame 200/301 (step 19900) done
  surf frame 201/301 (step 20100) done
  surf frame 202/301 (step 20200) done
  surf frame 203/301 (step 20300) done
  surf frame 204/301 (step 20500) done
  surf frame 205/301 (step 20600) done
  surf frame 206/301 (step 20700) done
  surf frame 207/301 (step 20000) done
  surf frame 208/301 (step 20400) done
  surf frame 209/301 (step 21300) done
  surf frame 210/301 (step 21000) done
  surf frame 211/301 (step 21100) done
  surf frame 212/301 (step 21500) done
  surf frame 213/301 (step 21600) done
  surf frame 214/301 (step 21700) done
  surf frame 215/301 (step 21200) done
  surf frame 216/301 (step 20900) done
  surf frame 217/301 (step 21400) done
  surf frame 218/301 (step 20800) done
  surf frame 219/301 (step 22400) done
  surf frame 220/301 (step 22100) done
  surf frame 221/301 (step 22200) done
  surf frame 222/301 (step 21900) done
  surf frame 223/301 (step 22600) done
  surf frame 224/301 (step 21800) done
  surf frame 225/301 (step 22300) done
  surf frame 226/301 (step 22800) done
  surf frame 227/301 (step 22700) done
  surf frame 228/301 (step 22500) done
  surf frame 229/301 (step 23100) done
  surf frame 230/301 (step 23000) done
  surf frame 231/301 (step 23400) done
  surf frame 232/301 (step 23300) done
  surf frame 233/301 (step 23200) done
  surf frame 234/301 (step 22900) done
  surf frame 235/301 (step 23700) done
  surf frame 236/301 (step 23500) done
  surf frame 237/301 (step 23900) done
  surf frame 238/301 (step 23600) done
  surf frame 239/301 (step 24200) done
  surf frame 240/301 (step 22000) done
  surf frame 241/301 (step 23800) done
  surf frame 242/301 (step 24000) done
  surf frame 243/301 (step 24300) done
  surf frame 244/301 (step 24100) done
  surf frame 245/301 (step 24500) done
  surf frame 246/301 (step 24700) done
  surf frame 247/301 (step 24800) done
  surf frame 248/301 (step 24400) done
  surf frame 249/301 (step 25000) done
  surf frame 250/301 (step 24900) done
  surf frame 251/301 (step 25100) done
  surf frame 252/301 (step 25200) done
  surf frame 253/301 (step 25400) done
  surf frame 254/301 (step 24600) done
  surf frame 255/301 (step 25500) done
  surf frame 256/301 (step 25700) done
  surf frame 257/301 (step 25300) done
  surf frame 258/301 (step 26100) done
  surf frame 259/301 (step 25800) done
  surf frame 260/301 (step 26300) done
  surf frame 261/301 (step 26200) done
  surf frame 262/301 (step 26400) done
  surf frame 263/301 (step 26500) done
  surf frame 264/301 (step 25600) done
  surf frame 265/301 (step 26000) done
  surf frame 266/301 (step 26600) done
  surf frame 267/301 (step 25900) done
  surf frame 268/301 (step 26800) done
  surf frame 269/301 (step 26700) done
  surf frame 270/301 (step 27100) done
  surf frame 271/301 (step 27000) done
  surf frame 272/301 (step 27200) done
  surf frame 273/301 (step 27600) done
  surf frame 274/301 (step 27400) done
  surf frame 275/301 (step 26900) done
  surf frame 276/301 (step 27500) done
  surf frame 277/301 (step 27300) done
  surf frame 278/301 (step 27700) done
  surf frame 279/301 (step 27800) done
  surf frame 280/301 (step 27900) done
  surf frame 281/301 (step 28000) done
  surf frame 282/301 (step 28300) done
  surf frame 283/301 (step 28100) done
  surf frame 284/301 (step 28700) done
  surf frame 285/301 (step 28900) done
  surf frame 286/301 (step 28600) done
  surf frame 287/301 (step 28800) done
  surf frame 288/301 (step 28400) done
  surf frame 289/301 (step 28500) done
  surf frame 290/301 (step 28200) done
  surf frame 291/301 (step 29100) done
  surf frame 292/301 (step 29000) done
  surf frame 293/301 (step 29300) done
  surf frame 294/301 (step 29400) done
  surf frame 295/301 (step 29200) done
  surf frame 296/301 (step 29500) done
  surf frame 297/301 (step 29700) done
  surf frame 298/301 (step 30000) done
  surf frame 299/301 (step 29900) done
  surf frame 300/301 (step 29600) done
  surf frame 301/301 (step 29800) done
Saved outputs/surface_temp_heatmap.mp4 (codec=libx264)
wrote outputs/surface_temp_heatmap.mp4
=== Plotting complete. Outputs written to outputs/ ===
